InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
568048,23175,REGENCY MILK JUG PINK ,4,23/09/2011 12:36,3.25,14911
568048,23311,VINTAGE CHRISTMAS STOCKING ,6,23/09/2011 12:36,2.55,14911
568049,23031,DRAWER KNOB CRACKLE GLAZE PINK,18,23/09/2011 12:38,1.65,17841
568050,16235,RECYCLED PENCIL WITH RABBIT ERASER,4,23/09/2011 12:38,0.21,15901
568049,22766,PHOTO FRAME CORNICE,2,23/09/2011 12:38,2.95,17841
568054,84510E,SET OF 4 GREEN CAROUSEL COASTERS,3,23/09/2011 12:50,1.25,16978
568054,21232,STRAWBERRY CERAMIC TRINKET BOX,2,23/09/2011 12:50,1.25,16978
568054,21394,RED POLKADOT BEAKER ,6,23/09/2011 12:50,0.39,16978
568056,20719,WOODLAND CHARLOTTE BAG,10,23/09/2011 12:55,0.85,12705
568059,21259,VICTORIAN SEWING BOX SMALL ,1,23/09/2011 12:58,5.95,13097
568058,23312,VINTAGE CHRISTMAS GIFT SACK,8,23/09/2011 12:58,4.15,18188
568060,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,23/09/2011 13:11,3.29,14546
568060,23112,PARISIENNE CURIO CABINET,1,23/09/2011 13:11,7.5,14546
568060,23329,DECORATIVE WICKER HEART LARGE,4,23/09/2011 13:11,1.65,14546
568060,16237,SLEEPING CAT ERASERS,6,23/09/2011 13:11,0.21,14546
568060,23438, RED SPOT GIFT BAG LARGE,6,23/09/2011 13:11,1.25,14546
568060,20847,ZINC HEART LATTICE CHARGER LARGE,1,23/09/2011 13:11,3.75,14546
568063,23312,VINTAGE CHRISTMAS GIFT SACK,4,23/09/2011 13:24,4.15,15981
568063,23349,ROLL WRAP VINTAGE CHRISTMAS,12,23/09/2011 13:24,1.25,15981
568064,23319,BOX OF 6 MINI 50'S CRACKERS,6,23/09/2011 13:42,2.49,14880
568064,21232,STRAWBERRY CERAMIC TRINKET BOX,12,23/09/2011 13:42,1.25,14880
568065,23231,WRAP  VINTAGE DOILY ,25,23/09/2011 13:44,0.42,16240
568065,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,23/09/2011 13:44,2.95,16240
568065,22767,TRIPLE PHOTO FRAME CORNICE ,2,23/09/2011 13:44,9.95,16240
568066,22866,HAND WARMER SCOTTY DOG DESIGN,1,23/09/2011 13:48,2.1,14529
568066,22834,HAND WARMER BABUSHKA DESIGN,1,23/09/2011 13:48,2.1,14529
568066,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,23/09/2011 13:48,2.55,14529
568069,23306,SET OF 36 DOILIES PANTRY DESIGN,12,23/09/2011 14:05,1.45,13336
568069,23377,PACK OF 12 DOLLY GIRL TISSUES,24,23/09/2011 14:05,0.39,13336
568075,22956,36 FOIL HEART CAKE CASES,1,23/09/2011 14:21,2.1,14652
568082,82494L,WOODEN FRAME ANTIQUE WHITE ,12,23/09/2011 14:38,2.95,14944
568086,22562,MONSTERS STENCIL CRAFT,24,23/09/2011 14:39,1.25,14944
568094,23323,WHITE WICKER STAR ,6,23/09/2011 14:43,2.1,15807
568094,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,23/09/2011 14:43,2.95,15807
568094,21239,PINK  POLKADOT CUP,8,23/09/2011 14:43,0.85,15807
568095,90202C,GREEN ENAMEL FLOWER HAIR TIE,6,23/09/2011 14:49,2.95,14911
568095,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,23/09/2011 14:49,0.29,14911
568095,22961,JAM MAKING SET PRINTED,24,23/09/2011 14:49,1.45,14911
568095,90177D,DROP DIAMANTE EARRINGS PURPLE,6,23/09/2011 14:49,2.95,14911
568104,22575,METAL MERRY CHRISTMAS WREATH,8,23/09/2011 15:50,1.95,16485
568141,22691,DOORMAT WELCOME SUNRISE,1,25/09/2011 11:21,8.25,16326
568141,22271,FELTCRAFT DOLL ROSIE,1,25/09/2011 11:21,2.95,16326
568142,23404,HOME SWEET HOME BLACKBOARD,1,25/09/2011 11:22,4.95,16744
568147,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,25/09/2011 11:34,6.95,15044
568147,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,4,25/09/2011 11:34,8.95,15044
568152,22606,WOODEN SKITTLES GARDEN SET,2,25/09/2011 11:40,15.95,16480
568152,23546,WRAP PAISLEY PARK ,25,25/09/2011 11:40,0.42,16480
568153,23330,DECORATIVE WICKER HEART MEDIUM,12,25/09/2011 12:02,1.25,17716
568154,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,6,25/09/2011 12:06,0.29,13787
568156,21098,CHRISTMAS TOILET ROLL,1,25/09/2011 12:16,1.25,14367
568156,22112,CHOCOLATE HOT WATER BOTTLE,1,25/09/2011 12:16,4.95,14367
568162,22779,WOODEN OWLS LIGHT GARLAND ,8,25/09/2011 12:32,4.25,14194
568163,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,25/09/2011 12:34,3.75,14540
568163,22023,EMPIRE BIRTHDAY CARD,12,25/09/2011 12:34,0.42,14540
568164,23103,JINGLE BELL HEART DECORATION,24,25/09/2011 12:39,1.65,14561
568165,85066,CREAM SWEETHEART MINI CHEST,4,25/09/2011 12:42,12.75,17131
568165,22189,CREAM HEART CARD HOLDER,6,25/09/2011 12:42,3.95,17131
568165,23366,SET 12 COLOURING PENCILS DOILY,24,25/09/2011 12:42,0.65,17131
568165,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,25/09/2011 12:42,0.65,17131
568166,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,25/09/2011 12:45,2.1,14800
568167,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,25/09/2011 12:45,3.75,15706
568170,22311,OFFICE MUG WARMER BLACK+SILVER ,1,25/09/2011 13:08,2.95,16931
568171,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,25/09/2011 13:10,0.83,15312
568173,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,25/09/2011 13:16,2.08,16187
568176,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,25/09/2011 13:25,2.95,12685
568176,23388,WOODLAND MINI BACKPACK,4,25/09/2011 13:25,4.15,12685
568177,23439,HAND WARMER RED LOVE HEART,12,25/09/2011 13:30,2.1,13536
568178,22778,GLASS CLOCHE SMALL,4,25/09/2011 13:32,3.95,18155
568181,23214,JINGLE BELL HEART ANTIQUE GOLD,12,25/09/2011 13:42,2.08,17154
568183,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,25/09/2011 13:47,0.55,13991
568185,85066,CREAM SWEETHEART MINI CHEST,1,25/09/2011 14:08,12.75,16594
568185,21558,SKULL LUNCH BOX WITH CUTLERY ,1,25/09/2011 14:08,2.55,16594
568187,23245,SET OF 3 REGENCY CAKE TINS,16,25/09/2011 14:32,4.15,13408
568188,23198,PANTRY MAGNETIC  SHOPPING LIST,1,25/09/2011 14:33,1.45,16049
568188,22839,3 TIER CAKE TIN GREEN AND CREAM,1,25/09/2011 14:33,14.95,16049
568188,22604,SET OF 4 NAPKIN CHARMS CUTLERY,1,25/09/2011 14:33,2.55,16049
568188,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",11,25/09/2011 14:33,0.39,16049
568191,21504,SKULLS GREETING CARD,12,25/09/2011 14:37,0.42,16655
568191,22667,RECIPE BOX RETROSPOT ,1,25/09/2011 14:37,2.95,16655
568193,20839,FRENCH PAISLEY CUSHION COVER ,1,25/09/2011 14:37,0.85,17107
568198,20846,ZINC HEART LATTICE T-LIGHT HOLDER,4,25/09/2011 14:52,1.25,16771
568198,85152,HAND OVER THE CHOCOLATE   SIGN ,2,25/09/2011 14:52,2.1,16771
568197,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,25/09/2011 14:52,0.29,16746
568198,21731,RED TOADSTOOL LED NIGHT LIGHT,6,25/09/2011 14:52,1.65,16771
568202,23550,WRAP ALPHABET POSTER  ,25,25/09/2011 15:01,0.42,15366
568205,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,24,25/09/2011 15:30,2.95,18066
568207,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,12,25/09/2011 15:34,1.25,15150
568207,22382,LUNCH BAG SPACEBOY DESIGN ,10,25/09/2011 15:34,1.65,15150
568207,22155,STAR DECORATION RUSTIC,48,25/09/2011 15:34,0.42,15150
568212,84519B,CARROT CHARLIE+LOLA COASTER SET,1,25/09/2011 16:05,1.25,15154
568212,84706F,RED PEONY TABLE CLOCK,1,25/09/2011 16:05,2.95,15154
568216,21174,POTTERING IN THE SHED METAL SIGN,12,26/09/2011 09:28,2.08,16168
568219,22065,CHRISTMAS PUDDING TRINKET POT ,48,26/09/2011 09:59,0.39,13468
568221,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,26/09/2011 10:05,2.89,14911
568221,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,26/09/2011 10:05,1.45,14911
568221,23356,LOVE HOT WATER BOTTLE,6,26/09/2011 10:05,5.95,14911
568223,23392,SPACEBOY ROCKET LOLLY MAKERS,24,26/09/2011 10:16,2.08,12412
568224,23355,HOT WATER BOTTLE KEEP CALM,2,26/09/2011 10:22,4.95,17377
568226,21497,FANCY FONTS BIRTHDAY WRAP,25,26/09/2011 10:39,0.42,16719
568226,20829,GLITTER HANGING BUTTERFLY STRING,2,26/09/2011 10:39,2.1,16719
568231,22037,ROBOT BIRTHDAY CARD,36,26/09/2011 11:19,0.42,14808
568235,22138,BAKING SET 9 PIECE RETROSPOT ,6,26/09/2011 11:39,4.95,13410
568239,20677,PINK POLKADOT BOWL,8,26/09/2011 12:02,1.25,18205
568241,23298,SPOTTY BUNTING,10,26/09/2011 12:10,4.95,15218
568243,23403,LETTER HOLDER HOME SWEET HOME,4,26/09/2011 12:12,3.75,14217
568301,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,26/09/2011 12:45,1.65,16383
568311,21981,PACK OF 12 WOODLAND TISSUES ,3,26/09/2011 12:53,0.39,17287
568314,22866,HAND WARMER SCOTTY DOG DESIGN,2,26/09/2011 12:58,2.1,14387
568316,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,26/09/2011 13:21,1.45,16407
568319,20749,ASSORTED COLOUR MINI CASES,24,26/09/2011 13:35,6.35,17389
568321,23294,SET OF 6 SNACK LOAF BAKING CASES,24,26/09/2011 13:36,0.83,13639
568321,22491,PACK OF 12 COLOURED PENCILS,12,26/09/2011 13:36,0.85,13639
568321,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,26/09/2011 13:36,0.39,13639
568325,21533,RETROSPOT LARGE MILK JUG,1,26/09/2011 13:57,4.95,14667
568326,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,26/09/2011 14:00,4.95,13200
568327,22816,CARD MOTORBIKE SANTA,12,26/09/2011 14:02,0.42,15492
568328,23503,PLAYING CARDS KEEP CALM & CARRY ON,10,26/09/2011 14:06,1.25,18016
568330,23427,STOOL HOME SWEET HOME ,1,26/09/2011 14:13,12.5,16468
568346,82551,LAUNDRY 15C METAL SIGN,2,26/09/2011 15:28,2.46,14096
568346,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,26/09/2011 15:28,1.63,14096
568346,22703,PINK CAT BOWL,1,26/09/2011 15:28,1.63,14096
568346,21935,SUKI  SHOULDER BAG,1,26/09/2011 15:28,1.63,14096
568346,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,26/09/2011 15:28,5.79,14096
568367,22419,LIPSTICK PEN RED,12,26/09/2011 15:51,0.42,15755
568367,23513,EMBROIDERED RIBBON REEL SUSIE ,6,26/09/2011 15:51,2.08,15755
568367,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,26/09/2011 15:51,0.79,15755
568369,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,26/09/2011 16:15,4.15,16710
568392,22111,SCOTTIE DOG HOT WATER BOTTLE,3,27/09/2011 10:08,4.95,14272
568393,85049E,SCANDINAVIAN REDS RIBBONS,12,27/09/2011 10:12,1.25,15754
568399,22592,CARDHOLDER HOLLY WREATH METAL,4,27/09/2011 10:26,3.75,16145
568399,22610,PENS ASSORTED FUNNY FACE,72,27/09/2011 10:26,0.19,16145
568399,21394,RED POLKADOT BEAKER ,48,27/09/2011 10:26,0.39,16145
568400,82600,NO SINGING METAL SIGN,12,27/09/2011 10:27,2.1,13644
568402,21642,ASSORTED TUTTI FRUTTI PEN,24,27/09/2011 10:34,0.29,16629
568417,20679,EDWARDIAN PARASOL RED,12,27/09/2011 11:10,5.95,14911
568458,22966,GINGERBREAD MAN COOKIE CUTTER,12,27/09/2011 11:34,1.25,13384
568491,22971,QUEENS GUARD COFFEE MUG,6,27/09/2011 11:58,2.55,15443
568491,23306,SET OF 36 DOILIES PANTRY DESIGN,4,27/09/2011 11:58,1.45,15443
568493,23405,HOME SWEET HOME 2 DRAWER CABINET,4,27/09/2011 12:03,4.95,12987
568495,21181,PLEASE ONE PERSON METAL SIGN,12,27/09/2011 12:08,2.1,14755
568494,22639,SET OF 4 NAPKIN CHARMS HEARTS,4,27/09/2011 12:08,2.55,16266
568505,47580,TEA TIME DES TEA COSY,1,27/09/2011 12:17,2.55,15311
568510,21917,SET 12 KIDS  WHITE CHALK STICKS,15,27/09/2011 12:26,0.42,13555
568510,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,30,27/09/2011 12:26,1.65,13555
568513,22867,HAND WARMER BIRD DESIGN,48,27/09/2011 12:36,2.1,13555
568513,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,27/09/2011 12:36,0.55,13555
568517,23319,BOX OF 6 MINI 50'S CRACKERS,2,27/09/2011 12:52,2.49,14456
568517,21733,RED HANGING HEART T-LIGHT HOLDER,1,27/09/2011 12:52,2.95,14456
568517,23367,SET 12 COLOUR PENCILS SPACEBOY ,2,27/09/2011 12:52,0.65,14456
568517,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,4,27/09/2011 12:52,0.39,14456
568517,21865,PINK UNION JACK  PASSPORT COVER ,2,27/09/2011 12:52,2.1,14456
568519,21507,ELEPHANT BIRTHDAY CARD ,12,27/09/2011 12:57,0.42,16607
568527,23206,LUNCH BAG APPLE DESIGN,20,27/09/2011 13:21,1.65,13178
568527,22706,WRAP COWBOYS  ,25,27/09/2011 13:21,0.42,13178
568528,23199,JUMBO BAG APPLES,10,27/09/2011 13:32,2.08,13979
568528,22632,HAND WARMER RED RETROSPOT,12,27/09/2011 13:32,2.1,13979
568529,22356,CHARLOTTE BAG PINK POLKADOT,10,27/09/2011 13:38,0.85,16181
568531,22662,LUNCH BAG DOLLY GIRL DESIGN,2,27/09/2011 13:49,1.65,16713
568531,21429,RED GINGHAM ROSE JEWELLERY BOX,4,27/09/2011 13:49,1.95,16713
568531,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,27/09/2011 13:49,1.65,16713
568533,22630,DOLLY GIRL LUNCH BOX,36,27/09/2011 13:56,1.65,15061
568538,48184,DOORMAT ENGLISH ROSE ,60,27/09/2011 14:07,7.08,15061
568542,85152,HAND OVER THE CHOCOLATE   SIGN ,2,27/09/2011 14:31,2.1,16750
568553,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,27/09/2011 15:17,2.95,15674
568558,22633,HAND WARMER UNION JACK,3,27/09/2011 16:28,2.1,16354
568564,23083,SET 6 PAPER TABLE LANTERN STARS ,1,27/09/2011 17:03,3.75,17576
568568,22906,12 MESSAGE CARDS WITH ENVELOPES,12,28/09/2011 08:48,1.65,14412
568576,22466,FAIRY TALE COTTAGE NIGHT LIGHT,24,28/09/2011 09:40,1.95,17017
568578,21216,SET 3 RETROSPOT TEA COFFEE SUGAR,4,28/09/2011 09:43,4.95,15301
568578,21530,DAIRY MAID TOASTRACK,18,28/09/2011 09:43,0.79,15301
568583,20718,RED RETROSPOT SHOPPER BAG,3,28/09/2011 10:09,1.25,15584
568585,22995,TRAVEL CARD WALLET SUKI,24,28/09/2011 10:14,0.42,17370
568592,22725,ALARM CLOCK BAKELIKE CHOCOLATE,8,28/09/2011 10:42,3.75,17469
568593,35970,ZINC FOLKART SLEIGH BELLS,12,28/09/2011 10:54,1.69,13988
568593,22300,COFFEE MUG DOG + BALL DESIGN,6,28/09/2011 10:54,2.55,13988
568651,21936,RED RETROSPOT PICNIC BAG,5,28/09/2011 12:04,2.95,12362
568654,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,12,28/09/2011 12:20,1.25,14911
568655,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,28/09/2011 12:20,0.55,17611
568654,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,28/09/2011 12:20,1.25,14911
568654,23162,REGENCY TEA STRAINER,8,28/09/2011 12:20,3.75,14911
568655,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,28/09/2011 12:20,0.55,17611
568657,23267,SET OF 4 SANTA PLACE SETTINGS,2,28/09/2011 12:22,1.25,16460
568659,23013,GLASS APOTHECARY BOTTLE TONIC,4,28/09/2011 12:28,3.95,13516
568659,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,28/09/2011 12:28,0.83,13516
568659,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,28/09/2011 12:28,2.95,13516
568660,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,28/09/2011 12:33,4.95,15134
568661,85066,CREAM SWEETHEART MINI CHEST,8,28/09/2011 12:34,12.75,18109
568661,22150,3 STRIPEY MICE FELTCRAFT,1,28/09/2011 12:34,1.95,18109
568662,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,1,28/09/2011 12:36,3.75,16764
568662,23333,IVORY WICKER HEART MEDIUM,1,28/09/2011 12:36,1.25,16764
568662,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,28/09/2011 12:36,0.83,16764
568665,23230,WRAP ALPHABET DESIGN,25,28/09/2011 12:52,0.42,13018
568665,23077,DOUGHNUT LIP GLOSS ,20,28/09/2011 12:52,1.25,13018
568667,21828,EIGHT PIECE SNAKE  SET,1,28/09/2011 13:00,1.25,14606
568670,22112,CHOCOLATE HOT WATER BOTTLE,2,28/09/2011 13:07,4.95,14978
568670,20685,DOORMAT RED RETROSPOT,2,28/09/2011 13:07,8.25,14978
568671,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,28/09/2011 13:13,0.29,13139
568671,23083,SET 6 PAPER TABLE LANTERN STARS ,12,28/09/2011 13:13,3.75,13139
568674,23546,WRAP PAISLEY PARK ,25,28/09/2011 13:30,0.42,12708
568674,23355,HOT WATER BOTTLE KEEP CALM,4,28/09/2011 13:30,4.95,12708
568674,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,28/09/2011 13:30,1.45,12708
568675,22356,CHARLOTTE BAG PINK POLKADOT,30,28/09/2011 13:32,0.72,14298
568675,22385,JUMBO BAG SPACEBOY DESIGN,20,28/09/2011 13:32,1.79,14298
568675,85099F,JUMBO BAG STRAWBERRY,20,28/09/2011 13:32,1.79,14298
568676,22727,ALARM CLOCK BAKELIKE RED ,4,28/09/2011 13:43,3.75,18242
568687,21198,WHITE HEART CONFETTI IN TUBE,24,28/09/2011 14:26,1.65,16321
568686,21212,PACK OF 72 RETROSPOT CAKE CASES,6,28/09/2011 14:26,0.55,16115
568690,22633,HAND WARMER UNION JACK,4,28/09/2011 14:43,2.1,16332
568690,23322,LARGE WHITE HEART OF WICKER,5,28/09/2011 14:43,2.95,16332
568690,22632,HAND WARMER RED RETROSPOT,4,28/09/2011 14:43,2.1,16332
568698,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,28/09/2011 14:57,0.29,14911
568702,22551,PLASTERS IN TIN SPACEBOY,1,28/09/2011 15:18,1.65,17950
568702,22332,SKULLS PARTY BAG + STICKER SET,2,28/09/2011 15:18,1.65,17950
568703,23321,SMALL WHITE HEART OF WICKER,10,28/09/2011 15:21,1.65,12748
568703,22998,TRAVEL CARD WALLET KEEP CALM,10,28/09/2011 15:21,0.42,12748
568703,21832,CHOCOLATE CALCULATOR,2,28/09/2011 15:21,1.65,12748
568703,22110,BIRD HOUSE HOT WATER BOTTLE,3,28/09/2011 15:21,2.55,12748
568703,22383,LUNCH BAG SUKI DESIGN ,4,28/09/2011 15:21,1.65,12748
568706,23110,PARISIENNE KEY CABINET ,2,28/09/2011 15:32,5.75,14911
568708,22466,FAIRY TALE COTTAGE NIGHT LIGHT,12,28/09/2011 15:41,1.95,12393
568715,21506,FANCY FONT BIRTHDAY CARD  ,12,28/09/2011 16:07,0.42,17783
568715,22949,36 DOILIES DOLLY GIRL,1,28/09/2011 16:07,1.45,17783
568726,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,28/09/2011 16:35,8.5,16775
568726,23332,IVORY WICKER HEART LARGE,3,28/09/2011 16:35,1.65,16775
568780,23374,RED SPOT PAPER GIFT BAG,20,29/09/2011 08:27,0.82,18235
568780,23507,MINI PLAYING CARDS BUFFALO BILL ,24,29/09/2011 08:27,0.42,18235
568781,23174,REGENCY SUGAR BOWL GREEN,48,29/09/2011 08:28,3.75,14952
568782,23209,LUNCH BAG VINTAGE DOILY ,10,29/09/2011 08:53,1.65,13985
568791,48194,DOORMAT HEARTS,10,29/09/2011 09:51,7.08,16650
568792,23201,JUMBO BAG ALPHABET,10,29/09/2011 09:53,2.08,18192
568793,21668,RED STRIPE CERAMIC DRAWER KNOB,24,29/09/2011 09:55,1.45,16011
568798,85099B,JUMBO BAG RED RETROSPOT,10,29/09/2011 10:23,2.08,12615
568801,23201,JUMBO BAG ALPHABET,10,29/09/2011 10:46,2.08,14475
568805,23206,LUNCH BAG APPLE DESIGN,10,29/09/2011 10:55,1.65,12826
568805,20977,36 PENCILS TUBE WOODLAND,16,29/09/2011 10:55,1.25,12826
568829,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,29/09/2011 11:33,2.08,17633
568831,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,2,29/09/2011 11:35,6.25,16059
568872,22555,PLASTERS IN TIN STRONGMAN,36,29/09/2011 12:12,1.65,12372
568875,22847,BREAD BIN DINER STYLE IVORY,1,29/09/2011 12:23,16.95,14527
568875,22282,12 EGG HOUSE PAINTED WOOD,1,29/09/2011 12:23,12.75,14527
568876,82582,AREA PATROLLED METAL SIGN,12,29/09/2011 12:24,2.1,13881
568883,35970,ZINC FOLKART SLEIGH BELLS,24,29/09/2011 12:43,1.69,18198
568883,21770,OPEN CLOSED METAL SIGN,6,29/09/2011 12:43,4.95,18198
568894,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,29/09/2011 13:04,0.39,17528
568894,21115,ROSE CARAVAN DOORSTOP,2,29/09/2011 13:04,6.75,17528
568894,23394,POSTE FRANCE CUSHION COVER,4,29/09/2011 13:04,3.75,17528
568895,20727,LUNCH BAG  BLACK SKULL.,2,29/09/2011 13:11,1.65,15356
568895,23203,JUMBO BAG VINTAGE DOILY ,4,29/09/2011 13:11,2.08,15356
568898,21731,RED TOADSTOOL LED NIGHT LIGHT,12,29/09/2011 13:17,1.65,13354
568898,22835,HOT WATER BOTTLE I AM SO POORLY,4,29/09/2011 13:17,4.95,13354
568901,23230,WRAP ALPHABET DESIGN,25,29/09/2011 13:22,0.42,15050
568909,23507,MINI PLAYING CARDS BUFFALO BILL ,20,29/09/2011 13:38,0.42,16818
568908,22567,20 DOLLY PEGS RETROSPOT,12,29/09/2011 13:38,1.45,16653
568908,21155,RED RETROSPOT PEG BAG,6,29/09/2011 13:38,2.55,16653
568909,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,29/09/2011 13:38,3.95,16818
568910,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,29/09/2011 13:39,1.45,16574
568917,22865,HAND WARMER OWL DESIGN,12,29/09/2011 14:11,2.1,15955
568952,22273,FELTCRAFT DOLL MOLLY,6,29/09/2011 15:29,2.95,14305
568955,84991,60 TEATIME FAIRY CAKE CASES,24,29/09/2011 15:40,0.55,13759
568984,22627,MINT KITCHEN SCALES,1,29/09/2011 15:57,8.5,17813
568988,22983,CARD BILLBOARD FONT,12,29/09/2011 16:38,0.42,12718
568991,22147,FELTCRAFT BUTTERFLY HEARTS,3,29/09/2011 16:44,1.45,18204
568991,22074,6 RIBBONS SHIMMERING PINKS ,24,29/09/2011 16:44,1.65,18204
568994,20719,WOODLAND CHARLOTTE BAG,10,29/09/2011 16:52,0.85,12598
568994,23388,WOODLAND MINI BACKPACK,4,29/09/2011 16:52,4.15,12598
568994,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,29/09/2011 16:52,0.85,12598
569000,85015,SET OF 12  VINTAGE POSTCARD SET,24,29/09/2011 17:36,0.65,17015
569000,85019A,ROMANTIC IMAGES NOTEBOOK SET,24,29/09/2011 17:36,1.25,17015
569000,84879,ASSORTED COLOUR BIRD ORNAMENT,16,29/09/2011 17:36,1.69,17015
569000,22208,WOOD STAMP SET THANK YOU,12,29/09/2011 17:36,0.83,17015
569001,20677,PINK POLKADOT BOWL,8,29/09/2011 17:52,1.25,12703
569003,23034,DRAWER KNOB CERAMIC BLACK,6,29/09/2011 18:13,1.45,13364
569010,21914,BLUE HARMONICA IN BOX ,96,30/09/2011 07:36,1.25,14156
569014,23332,IVORY WICKER HEART LARGE,12,30/09/2011 09:05,1.65,18053
569015,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,30/09/2011 09:20,0.83,13575
569020,85066,CREAM SWEETHEART MINI CHEST,2,30/09/2011 09:39,12.75,15321
569022,21417,COCKLE SHELL DISH,30,30/09/2011 09:45,2.1,17725
569022,21166,COOK WITH WINE METAL SIGN ,12,30/09/2011 09:45,2.08,17725
569026,23087,ZINC  HEART T-LIGHT HOLDER,16,30/09/2011 10:18,1.25,16101
569026,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,30/09/2011 10:18,4.15,16101
569027,79321,CHILLI LIGHTS,4,30/09/2011 10:19,5.75,13089
569027,23108,SET OF 10 LED DOLLY LIGHTS,8,30/09/2011 10:19,6.25,13089
569036,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,30/09/2011 10:44,3.95,18217
569036,23426,METAL SIGN DROP YOUR PANTS,6,30/09/2011 10:44,2.89,18217
569037,21165,BEWARE OF THE CAT METAL SIGN ,2,30/09/2011 10:45,1.69,13263
569060,23401,RUSTIC MIRROR WITH LACE HEART,2,30/09/2011 10:52,6.25,13954
569078,46118,FUNKY MONKEY CUSHION COVER,12,30/09/2011 11:41,0.85,14688
569079,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,30/09/2011 11:45,2.95,14226
569079,23294,SET OF 6 SNACK LOAF BAKING CASES,8,30/09/2011 11:45,0.83,14226
569097,22748,POPPY'S PLAYHOUSE KITCHEN,12,30/09/2011 12:06,2.1,12731
569104,15060B,FAIRY CAKE DESIGN UMBRELLA,4,30/09/2011 12:30,3.75,15287
569105,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,30/09/2011 12:35,3.29,16729
569105,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2,30/09/2011 12:35,0.39,16729
569111,21907,I'M ON HOLIDAY METAL SIGN,12,30/09/2011 12:45,2.1,17675
569122,22620,4 TRADITIONAL SPINNING TOPS,12,30/09/2011 13:06,1.45,12694
569124,22728,ALARM CLOCK BAKELIKE PINK,4,30/09/2011 13:15,3.75,15172
569129,21260,FIRST AID TIN,3,30/09/2011 13:40,3.25,15034
569129,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,30/09/2011 13:40,4.25,15034
569129,23266,SET OF 3 WOODEN STOCKING DECORATION,3,30/09/2011 13:40,1.25,15034
